"","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"790","14","Gus Kyle","1923-09-11","1996-11-17","73","1950","1952","D","203","6","20","26","","362","","","","","",""
"791","15","Alex Motter","1913-06-20","1996-10-18","83","1935","1943","C","266","39","64","103","","135","","","","","",""
"792","16","Cliff Thompson","1918-12-09","1997-02-06","78","1942","1949","D","16","0","1","1","","2","","","","","",""
"793","1","Garth Boesch","1920-10-07","1998-05-14","77","1947","1950","D","197","9","28","37","","203","","","","","",""
"794","2","Gerry Brown","1917-07-07","1998-08-18","81","1942","1946","LW","23","4","5","9","","2","","","","","",""
"795","3","Fred Burchell","1931-01-09","1998-06-04","67","1951","1954","C","4","0","0","0","","2","","","","","",""
"796","4","Wally Clune","1930-02-20","1998-02-03","67","1956","1956","D","5","0","0","0","","6","","","","","",""
"797","5","Tony Demers","1917-07-22","1997-09-03","80","1938","1944","RW","83","20","23","43","","23","","","","","",""
"798","6","Bill Dickie","1916-02-20","1997-12-23","81","1942","1942","G","1","0","0","0","","0","1","1","0","0","","3.00"
"799","7","Marcel Fillion","1923-05-28","1998-05-15","74","1945","1945","LW","1","0","0","0","","0","","","","","",""
"800","8","Lloyd Finkbeiner","1920-04-12","1998-03-30","77","1941","1941","LW/D","2","0","0","0","","0","","","","","",""
"801","9","Jack Forsey","1914-11-07","1998-01-01","83","1943","1943","RW","19","7","9","16","","10","","","","","",""
"802","10","Warren Godfrey","1931-03-23","1998-02-12","66","1953","1968","D","789","32","125","157","-11","754","","","","","",""
"803","11","Jim Haggarty","1914-04-14","1998-03-08","83","1942","1942","LW","5","1","1","2","","0","","","","","",""
"804","12","Oscar Hanson","1909-12-27","1998-02-17","88","1938","1938","C","8","0","0","0","","0","","","","","",""
"805","13","Camille Henry","1933-01-31","1997-09-11","64","1954","1970","C","727","279","249","528","-39","82","","","","","",""
"806","14","Fred Hergerts","1913-01-29","1998-07-15","85","1935","1936","C","20","2","4","6","","2","","","","","",""
"807","15","Hal Laycoe","1922-06-23","1998-04-28","75","1946","1956","D","530","25","77","102","","290","","","","","",""
"808","16","Bryan Lefley","1948-10-18","1997-10-28","49","1973","1978","D/LW","228","7","29","36","-83","101","","","","","",""
"809","17","Gus Marker","1907-08-01","1997-10-07","90","1933","1942","RW","323","64","70","134","","133","","","","","",""
"810","18","Jack McIntyre","1930-09-08","1998-03-15","67","1950","1960","D","499","109","102","211","1","171","","","","","",""
"811","19","Jim O'Neil","1913-04-03","1997-10-17","84","1934","1942","C/RW","156","6","30","36","","109","","","","","",""
"812","20","George Parsons","1914-06-28","1998-06-30","84","1937","1939","LW","78","12","13","25","","20","","","","","",""
"813","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"814","21","DuÅ¡an PaÅ¡ek","1960-09-07","1998-03-15","37","1989","1989","C","48","4","10","14","-8","30","","","","","",""
"815","22","Muzz Patrick","1915-06-28","1998-07-27","83","1938","1946","D","164","5","26","31","","139","","","","","",""
"816","23","Fred Robertson","1911-10-22","1997-09-20","85","1932","1934","D","28","1","0","1","","35","","","","","",""
"817","24","Clarence Schmidt","1925-09-17","1997-11-02","72","1944","1944","RW","7","1","0","1","","2","","","","","",""
"818","25","Bill Shill","1923-03-06","1998-08-15","75","1943","1947","RW","79","21","13","34","","18","","","","","",""
"819","26","Norm Tustin","1919-01-03","1998-08-16","79","1942","1942","LW","18","2","4","6","","0","","","","","",""
"820","1","Syl Apps","1915-01-18","1998-12-24","83","1937","1948","C","423","201","231","432","","56","","","","","",""
"821","2","Garry Blaine","1933-04-19","1998-12-19","65","1955","1955","RW","1","0","0","0","","0","","","","","",""
"822","3","Frank Brimsek","1915-09-26","1998-11-11","83","1939","1950","G","514","0","0","0","","6","514","252","182","80","","2.70"
"823","4","Bert Burry","1906-02-07","1999-07-13","93","1933","1933","D","4","0","0","0","","0","","","","","",""
"824","5","Bob Carse","1919-07-19","1999-07-27","80","1940","1948","LW","166","33","54","87","","52","","","","","",""
"825","6","Steve Chiasson","1967-04-14","1999-05-03","32","1987","1999","D","751","93","305","398","37","1107","","","","","",""
"826","7","Cully Dahlstrom","1912-07-03","1998-12-19","86","1938","1945","C","345","88","118","206","","58","","","","","",""
"827","8","Roy Edwards","1937-03-12","1999-08-16","62","1968","1974","G","236","0","2","2","0","6","236","96","90","35",".902","2.92"
"828","9","Bill Flett","1943-07-21","1999-07-12","55","1968","1980","RW","689","202","215","417","-53","501","","","","","",""
"829","10","Jack Gelineau","1924-11-11","1998-11-12","74","1949","1954","G","143","0","0","0","","4","143","46","64","33","","3.13"
"830","11","Bill Gooden","1923-09-08","1998-12-17","75","1943","1944","LW","53","9","12","21","","15","","","","","",""
"831","12","Flash Hollett","1911-04-13","1999-04-20","88","1934","1946","D","560","132","181","313","","358","","","","","",""
"832","13","Lloyd Jackson","1912-01-07","1999-02-15","87","1937","1937","C","11","1","2","3","","0","","","","","",""
"833","14","Rosario Joanette","1919-07-27","1998-10-09","79","1945","1945","C","2","0","1","1","","4","","","","","",""
"834","15","Ed Kea","1948-01-19","1999-08-31","51","1974","1983","D","583","30","145","175","90","508","","","","","",""
"835","16","Stan Kemp","1924-03-02","1999-08-15","75","1949","1949","D","1","0","0","0","","2","","","","","",""
"836","17","Russ Kopak","1924-04-26","1998-11-25","74","1944","1944","C","24","7","9","16","","0","","","","","",""
"837","18","Arnie Kullman","1927-10-09","1999-06-11","71","1948","1950","C","13","0","1","1","","11","","","","","",""
"838","19","Harry Lumley","1926-11-11","1998-09-13","71","1944","1960","G","803","0","0","0","","93","803","330","329","142",".905","2.74"
"839","20","Cliff McBride","1909-01-01","1999-02-17","90","1929","1930","RW/D","1","0","0","0","","0","","","","","",""
"840","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"841","21","Bill Meronek","1917-04-15","1999-05-25","82","1940","1943","C","20","5","8","13","","0","","","","","",""
"842","22","John Michaluk","1928-11-02","1998-12-18","70","1951","1951","LW","1","0","0","0","","0","","","","","",""
"843","23","StÃ©phane Morin","1969-03-27","1998-10-06","29","1990","1994","C","90","16","39","55","4","52","","","","","",""
"844","24","Rod Morrison","1925-10-07","1998-10-10","73","1948","1948","RW","34","8","7","15","","4","","","","","",""
"845","25","Mel Pearson","1938-04-29","1999-01-09","60","1960","1968","LW","38","2","6","8","-8","23","","","","","",""
"846","26","Bill Phillips","1902-09-23","1998-12-25","96","1930","1930","C","27","1","1","2","","6","","","","","",""
"847","27","Church Russell","1923-03-16","1999-03-31","76","1946","1948","LW/C","90","20","16","36","","12","","","","","",""
"848","28","Ed Slowinski","1922-11-18","1999-08-21","76","1948","1953","RW","291","58","74","132","","63","","","","","",""
"849","29","Glen Smith","1931-03-19","1999-03-30","68","1951","1951","RW","2","0","0","0","","0","","","","","",""
"850","30","Dmitri Tertyshny","1976-12-26","1999-07-23","22","1999","1999","D","62","2","8","10","-1","30","","","","","",""
"851","31","Bill Touhey","1906-03-23","1999-03-28","93","1928","1934","LW","280","65","38","103","","92","","","","","",""
"852","32","Moose Vasko","1935-12-11","1998-10-30","62","1957","1970","D","786","34","166","200","48","721","","","","","",""
"853","33","Doug Wickenheiser","1961-03-30","1999-01-12","37","1981","1990","C","556","111","165","276","36","286","","","","","",""
"854","34","Hub Wilson","1909-05-13","1999-07-15","90","1932","1932","LW","2","0","0","0","","0","","","","","",""
"855","1","Sid Abel","1918-02-22","2000-02-07","81","1939","1954","C/LW","612","188","284","472","","376","","","","","",""
"856","2","Clint Albright","1926-02-28","1999-12-30","73","1949","1949","C","59","14","5","19","","19","","","","","",""
"857","3","George Allen","1914-07-27","2000-03-27","85","1939","1947","LW/D","340","82","115","197","","181","","","","","",""
"858","4","Jack Bionda","1933-09-18","1999-11-03","66","1956","1959","D","93","3","9","12","","111","","","","","",""
"859","5","Mickey Blake","1912-10-31","2000-06-23","87","1933","1936","LW/D","17","1","1","2","","4","","","","","",""
"860","6","Hugh Bolton","1929-04-15","1999-10-17","70","1950","1957","D","235","10","51","61","","221","","","","","",""
"861","7","Lionel Bouvrette","1914-06-10","2000-02-08","85","1943","1943","G","1","0","0","0","","0","1","0","1","0","","6.00"
"862","8","Milt Brink","1910-11-26","1999-10-31","88","1937","1937","C","5","0","0","0","","0","","","","","",""
"863","9","Dick Butler","1926-06-02","2000-06-20","74","1948","1948","RW","7","2","0","2","","0","","","","","",""
"864","10","Murray Davison","1938-06-10","2000-01-13","61","1966","1966","D","1","0","0","0","-1","0","","","","","",""
"865","11","Chris Evans","1946-09-14","2000-05-09","53","1970","1975","D","241","19","42","61","-29","143","","","","","",""
"866","12","Don Gallinger","1925-04-16","2000-02-07","74","1943","1948","C","222","65","88","153","","89","","","","","",""
"867","13","Bill Jennings","1916-06-28","1999-11-29","83","1941","1945","RW","108","32","34","66","","45","","","","","",""
"868","14","Rick Lapointe","1955-08-02","1999-10-17","44","1976","1986","D","664","44","175","219","57","831","","","","","",""
"869","15","Pat Lundy","1924-05-21","1999-11-23","75","1946","1951","C","150","37","32","69","","31","","","","","",""
"870","16","Murdo MacKay","1917-08-08","2000-08-08","83","1946","1948","RW/C","19","0","3","3","","0","","","","","",""
"871","17","Pete Morin","1915-12-08","2000-01-05","84","1942","1942","LW","32","10","12","22","","7","","","","","",""
"872","18","Moe Morris","1921-01-03","2000-02-06","79","1944","1949","D","135","14","29","43","","56","","","","","",""
"873","19","Ray Powell","1925-11-16","1999-09-30","73","1951","1951","C","31","7","15","22","","2","","","","","",""
"874","20","Bill Quackenbush","1922-03-02","1999-09-12","77","1943","1956","D","775","62","223","285","","95","","","","","",""
"875","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"876","21","Maurice Richard","1921-08-04","2000-05-27","78","1943","1960","RW","978","544","422","966","18","1287","","","","","",""
"877","22","Irv Spencer","1937-12-04","1999-10-22","61","1960","1968","D","230","12","38","50","-39","127","","","","","",""
"878","23","Fred Thurier","1916-01-11","1999-11-20","83","1941","1945","C","80","25","27","52","","18","","","","","",""
"879","24","Ray Timgren","1928-09-29","1999-11-25","71","1949","1955","LW","251","14","44","58","","70","","","","","",""
"880","25","Grant Warwick","1921-10-11","1999-09-27","77","1942","1950","RW","395","147","142","289","","220","","","","","",""
"881","26","Aubrey Webster","1912-09-25","1999-11-01","87","1931","1935","RW","5","0","0","0","","0","","","","","",""
"882","27","Howie Young","1937-08-02","1999-11-24","62","1961","1971","D/RW","336","12","62","74","-25","851","","","","","",""
"883","1","Red Almas","1924-04-26","2001-05-13","77","1947","1953","G","3","0","0","0","","0","3","0","2","1","","4.33"
"884","2","Gary Bergman","1938-10-07","2000-12-09","62","1965","1976","D","838","68","299","367","-44","1251","","","","","",""
"885","3","Marc Boileau","1932-09-03","2000-12-27","68","1962","1962","C","55","5","6","11","-18","8","","","","","",""
"886","4","Carl Brewer","1938-10-21","2001-08-25","62","1958","1980","D","604","25","198","223","185","1018","","","","","",""
"887","5","Gord Brydson","1907-01-03","2001-02-04","94","1930","1930","C/RW","8","2","0","2","","8","","","","","",""
"888","6","Bill Carse","1914-05-29","2000-10-31","86","1939","1942","C","124","27","40","67","","38","","","","","",""
"889","7","Art Coulter","1909-05-31","2000-10-16","91","1932","1942","D","458","31","82","113","","546","","","","","",""
"890","8","Lee Fogolin","1926-02-27","2000-11-29","74","1949","1956","D","427","10","47","57","","570","","","","","",""
"891","9","Ray Frederick","1929-07-31","2001-08-23","72","1955","1955","G","5","0","0","0","","0","5","0","4","1","","4.40"
"892","10","Bert Gardiner","1913-03-25","2001-08-28","88","1936","1944","G","144","0","1","1","","0","144","49","68","27","","3.79"
"893","11","Fred Glover","1928-01-05","2001-08-16","73","1950","1953","C","92","13","11","24","","62","","","","","",""
"894","12","Tony Graboski","1916-05-09","2000-09-18","84","1941","1943","LW/D","66","6","10","16","","24","","","","","",""
"895","13","Herb Hamel","1904-06-08","2001-04-20","96","1931","1931","RW","2","0","0","0","","4","","","","","",""
"896","14","Larry Hornung","1945-11-10","2001-05-08","55","1971","1972","D","47","2","9","11","-1","10","","","","","",""
"897","15","Bill Johansen","1928-07-27","2001-03-21","72","1950","1950","C/RW","1","0","0","0","","0","","","","","",""
"898","16","Tony Leswick","1923-03-17","2001-07-01","78","1946","1958","W","740","165","159","324","","902","","","","","",""
"899","17","Calum MacKay","1927-01-01","2001-08-21","74","1947","1955","LW","237","50","55","105","","214","","","","","",""
"900","18","Gerry Melnyk","1934-09-16","2001-06-14","66","1960","1968","C","269","39","77","116","-32","30","","","","","",""
"901","19","Don Morrison","1923-07-14","2001-01-25","77","1948","1951","C","112","18","28","46","","12","","","","","",""
"902","20","Murray Murdoch","1904-05-19","2001-05-17","96","1927","1937","LW","508","84","104","188","","193","","","","","",""
"903","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"904","21","John Polich","1916-07-08","2001-05-27","84","1940","1941","RW","3","0","1","1","","0","","","","","",""
"905","22","Fido Purpur","1914-09-26","2001-02-21","86","1935","1945","RW","144","25","35","60","","46","","","","","",""
"906","23","Joe Schaefer","1924-12-21","2000-12-27","76","1960","1961","G","2","0","0","0","","0","2","0","2","0",".846","5.39"
"907","24","Otto Schmidt","1926-11-05","2000-09-30","73","1944","1944","D","2","0","0","0","","0","","","","","",""
"908","25","Ken Smith","1924-05-08","2000-09-23","76","1945","1951","LW","331","78","93","171","","49","","","","","",""
"909","26","Zellio Toppazzini","1930-01-05","2001-04-01","71","1949","1957","RW","123","21","21","42","","49","","","","","",""
"910","1","Douglas Adam","1923-09-07","2001-12-24","78","1950","1950","LW","4","0","1","1","","0","","","","","",""
"911","2","Ace Bailey","1948-06-13","2001-09-11","53","1969","1978","LW","568","107","171","278","-76","633","","","","","",""
"912","3","Richard Bittner","1922-01-12","2002-03-24","80","1950","1950","G","1","0","0","0","","0","1","0","0","1","","3.00"
"913","4","Eddie Bruneteau","1919-08-01","2002-07-30","82","1941","1949","RW","180","40","42","82","","35","","","","","",""
"914","5","Gord Byers","1930-03-11","2001-11-02","71","1950","1950","D","1","0","1","1","","0","","","","","",""
"915","6","Woody Dumart","1916-12-23","2001-10-20","84","1936","1954","LW","774","211","219","430","","99","","","","","",""
"916","7","Joe Fisher","1916-07-04","2002-04-13","85","1940","1943","RW","64","8","12","20","","13","","","","","",""
"917","8","Bryan Fogarty","1969-06-11","2002-03-06","32","1990","1995","D","156","22","52","74","-83","119","","","","","",""
"918","9","Bob Frampton","1929-01-20","2001-09-08","72","1950","1950","LW","2","0","0","0","","0","","","","","",""
"919","10","Cal Gardner","1924-10-30","2001-10-10","76","1946","1957","C","696","154","238","392","","517","","","","","",""
"920","11","Billy Harris","1935-07-29","2001-09-20","66","1956","1969","C","770","126","219","345","36","193","","","","","",""
"921","12","Norm Larson","1920-10-13","2001-12-22","81","1941","1947","RW","89","25","18","43","","12","","","","","",""
"922","13","Joe Levandoski","1921-03-17","2001-12-20","80","1947","1947","RW","8","1","1","2","","0","","","","","",""
"923","14","Mush March","1908-10-18","2002-01-09","93","1929","1945","RW","761","153","231","384","","546","","","","","",""
"924","15","Jim McFadden","1920-04-15","2002-08-28","82","1948","1954","C","412","100","126","226","","89","","","","","",""
"925","16","Pat McReavy","1918-01-16","2001-11-13","83","1939","1942","C","55","5","8","13","","4","","","","","",""
"926","17","Dick Meissner","1940-01-06","2002-05-07","62","1960","1965","RW","171","11","15","26","-61","37","","","","","",""
"927","18","Nick Mickoski","1927-12-07","2002-03-13","74","1949","1960","LW","705","158","185","343","-1","315","","","","","",""
"928","19","Hal Picketts","1909-04-22","2002-04-13","92","1934","1934","RW","48","3","1","4","","32","","","","","",""
"929","20","Rags Raglan","1927-09-04","2002-04-15","74","1951","1953","D","100","4","9","13","","52","","","","","",""
"930","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"931","21","Ted Saunders","1911-08-29","2002-05-21","90","1934","1934","RW","18","1","3","4","","4","","","","","",""
"932","22","Cliff Schmautz","1939-03-17","2002-02-11","62","1971","1971","RW","57","13","19","32","-8","33","","","","","",""
"933","23","John Sleaver","1934-08-18","2001-11-19","67","1954","1957","C","13","1","0","1","","4","","","","","",""
"934","24","Al Smith","1945-11-10","2002-08-07","56","1966","1981","G","231","0","7","7","0","122","231","73","99","36",".883","3.46"
"935","25","Ken Stewart","1913-03-29","2002-04-02","89","1942","1942","D","6","1","1","2","","0","","","","","",""
"936","26","Jack Tomson","1918-01-31","2001-12-14","83","1940","1941","D","15","1","0","1","","0","","","","","",""
"937","27","Alexei Yegorov","1975-05-21","2002-03-02","26","1996","1997","RW","11","3","3","6","-4","2","","","","","",""
"938","1","John Arundel","1927-11-04","2002-09-19","74","1950","1950","D","3","0","0","0","","9","","","","","",""
"939","2","Steve Atkinson","1948-10-16","2003-05-06","54","1969","1975","RW","302","60","51","111","-50","104","","","","","",""
"940","3","Les Auge","1953-05-16","2002-09-20","49","1981","1981","D","6","0","3","3","-3","4","","","","","",""
"941","4","Hank Blade","1920-04-28","2003-02-08","82","1947","1948","LW","24","2","3","5","","2","","","","","",""
"942","5","Mac Colville","1916-01-08","2003-05-27","87","1936","1947","RW/D","353","71","102","173","","130","","","","","",""
"943","6","Les Costello","1928-02-16","2002-12-10","74","1949","1949","LW","15","2","3","5","","11","","","","","",""
"944","7","Bob Dawes","1924-11-29","2003-05-26","78","1947","1951","D/C","32","2","7","9","","6","","","","","",""
"945","8","Marcel Dheere","1918-12-19","2002-11-05","83","1943","1943","LW","11","1","2","3","","2","","","","","",""
"946","9","Harry Dick","1922-11-22","2002-12-01","80","1947","1947","D","12","0","1","1","","12","","","","","",""
"947","10","Les Douglas","1918-12-05","2002-10-20","83","1941","1947","C","52","6","12","18","","8","","","","","",""
"948","11","Steve Durbano","1951-12-12","2002-11-16","50","1973","1979","D","220","13","60","73","-22","1127","","","","","",""
"949","12","Herb Foster","1913-08-09","2003-06-02","89","1941","1948","LW","6","1","0","1","","0","","","","","",""
"950","13","John Harms","1925-04-25","2003-01-05","77","1944","1945","RW","44","5","5","10","","21","","","","","",""
"951","14","Roman Lyashenko","1979-05-02","2003-07-06","24","2000","2003","C","139","14","9","23","-7","55","","","","","",""
"952","15","Gus Mancuso","1914-04-11","2003-08-16","89","1938","1943","RW","47","7","9","16","","23","","","","","",""
"953","16","Marcel Paille","1932-12-08","2002-10-07","69","1958","1965","G","107","0","1","1","","2","107","32","52","22",".896","3.43"
"954","17","Eric Prentice","1926-08-22","2002-12-08","76","1944","1944","LW","5","0","0","0","","4","","","","","",""
"955","18","Chuck Rayner","1920-08-11","2002-10-06","82","1941","1953","G","425","0","0","0","","26","425","138","207","78","","3.03"
"956","19","Jacques Richard","1952-10-07","2002-10-08","50","1973","1983","LW","556","160","187","347","-77","307","","","","","",""
"957","20","George Senick","1929-09-16","2003-01-13","73","1953","1953","LW","13","2","3","5","","8","","","","","",""
"958","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"959","21","Don Smith","1929-05-04","2002-09-07","73","1950","1950","LW/C","10","1","1","2","","0","","","","","",""
"960","22","Harry Watson","1923-05-06","2002-11-19","79","1942","1957","LW","809","236","207","443","","150","","","","","",""
"961","23","Moe White","1919-07-28","2003-02-15","83","1946","1946","LW/C","4","0","1","1","","2","","","","","",""
"962","24","Arch Wilder","1917-04-30","2002-12-24","85","1941","1941","LW","18","0","2","2","","2","","","","","",""
"963","25","Lefty Wilson","1919-10-15","2002-11-05","83","1954","1958","G","3","0","0","0","","0","3","0","0","1",".970","0.74"
"964","1","Bob Bailey","1931-05-29","2003-10-24","72","1954","1958","RW","149","15","21","36","","207","","","","","",""
"965","2","Andy Barbe","1923-07-27","2004-01-15","80","1951","1951","RW","1","0","0","0","","2","","","","","",""
"966","3","Andre Binette","1933-12-02","2004-08-16","70","1955","1955","G","1","0","0","0","","0","1","1","0","0","","4.00"
"967","4","George Boothman","1916-09-25","2003-09-13","86","1943","1944","C/D","58","17","19","36","","18","","","","","",""
"968","5","Tom Brennan","1922-01-22","2003-09-22","81","1944","1945","RW","12","2","2","4","","2","","","","","",""
"969","6","Thomas Coulter","1911-04-21","2003-12-17","92","1934","1934","D","2","0","0","0","","0","","","","","",""
"970","7","Gord Davidson","1918-08-05","2004-08-08","86","1943","1944","D","51","3","6","9","","8","","","","","",""
"971","8","Jim Henry","1920-10-23","2004-01-21","83","1942","1955","G","405","0","0","0","","0","405","161","174","69","","2.84"
"972","9","Phil Hergesheimer","1914-07-09","2004-03-06","89","1940","1943","RW","125","21","41","62","","29","","","","","",""
"973","10","Ivan Hlinka","1950-01-26","2004-08-16","54","1982","1983","C","137","42","81","123","18","28","","","","","",""
"974","11","Ulf Isaksson","1954-03-19","2003-12-25","49","1983","1983","LW","50","7","15","22","1","10","","","","","",""
"975","12","Pete Kelly","1913-05-22","2004-03-22","90","1935","1942","RW","180","21","38","59","","68","","","","","",""
"976","13","Carl Liscombe","1915-05-17","2004-02-24","88","1938","1946","LW","380","137","140","277","","117","","","","","",""
"977","14","Keith Magnuson","1947-04-27","2003-12-15","56","1970","1980","D","589","14","125","139","168","1440","","","","","",""
"978","15","Keith McCreary","1940-06-19","2003-12-09","63","1965","1975","RW","532","131","112","243","-51","294","","","","","",""
"979","16","Jack McLean","1923-01-31","2003-10-14","80","1943","1945","C/RW","67","14","24","38","","86","","","","","",""
"980","17","Gerry McNeil","1926-04-17","2004-06-17","78","1948","1957","G","276","0","0","0","","2","276","119","105","52",".877","2.34"
"981","18","Jack Miller","1925-09-16","2004-04-15","78","1950","1951","C","17","0","0","0","","4","","","","","",""
"982","19","Tony Poeta","1933-03-04","2004-05-02","71","1952","1952","RW","1","0","0","0","","0","","","","","",""
"983","20","Ed Reigle","1924-06-19","2003-11-20","79","1951","1951","D","17","0","2","2","","25","","","","","",""
"984","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"985","21","Sid Smith","1925-07-11","2004-04-29","78","1947","1958","LW","601","186","183","369","","90","","","","","",""
"986","22","Dan Snyder","1978-02-23","2003-10-05","25","2001","2003","C","49","11","5","16","-7","64","","","","","",""
"987","1","Hub Anslow","1926-03-23","2006-07-02","80","1948","1948","C","2","0","0","0","","0","","","","","",""
"988","2","Sam Bettio","1928-12-01","2006-06-14","77","1950","1950","LW","44","9","12","21","","34","","","","","",""
"989","3","Bill Cupolo","1924-01-08","2005-12-07","81","1945","1945","RW","49","11","14","25","","10","","","","","",""
"990","4","Bunny Dame","1913-12-06","2006-04-14","92","1942","1942","LW","31","2","5","7","","4","","","","","",""
"991","5","Jonathan Delisle","1977-06-30","2006-03-16","28","1999","1999","RW","1","0","0","0","0","0","","","","","",""
"992","6","Gary Dineen","1943-12-24","2006-04-01","62","1969","1969","C","4","0","1","1","-2","0","","","","","",""
"993","7","Gerry Ehman","1932-11-03","2006-03-21","73","1958","1971","RW","429","96","118","214","-78","100","","","","","",""
"994","8","Bernie Geoffrion","1931-02-16","2006-03-11","75","1951","1968","RW","883","393","429","822","39","683","","","","","",""
"995","9","John Hanna","1935-04-05","2005-11-19","70","1959","1968","D","198","6","26","32","-9","206","","","","","",""
"996","10","Ike Hildebrand","1927-05-27","2006-08-27","79","1954","1955","RW","41","7","11","18","","16","","","","","",""
"997","11","Dutch Hiller","1915-05-11","2005-11-12","90","1938","1946","LW","382","91","112","203","","163","","","","","",""
"998","12","George Johnston","1920-07-30","2006-04-20","85","1942","1947","RW","58","20","12","32","","2","","","","","",""
"999","13","Don Keenan","1938-08-08","2005-11-29","67","1959","1959","G","1","0","0","0","","0","1","0","1","0",".902","4.00"
"1000","14","Joe Klukay","1922-11-06","2006-02-03","83","1947","1956","LW","566","109","127","236","","189","","","","","",""
"1001","15","Guy Leveque","1972-12-28","2005-10-02","32","1993","1994","C","17","2","2","4","-3","21","","","","","",""
"1002","16","Don Martineau","1952-04-25","2006-03-26","53","1974","1977","RW","90","6","10","16","-16","63","","","","","",""
"1003","17","Butch McDonald","1916-11-21","2006-01-08","89","1940","1945","LW/C","66","8","20","28","","2","","","","","",""
"1004","18","Art Michaluk","1923-05-04","2006-03-14","82","1948","1948","D","5","0","0","0","","0","","","","","",""
"1005","19","Ken Mosdell","1922-07-13","2006-01-05","83","1942","1958","C","694","141","168","309","","473","","","","","",""
"1006","20","George Pargeter","1923-02-24","2005-10-02","82","1947","1947","LW","4","0","0","0","","0","","","","","",""
"1007","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1008","21","Marc Potvin","1967-01-29","2006-01-13","38","1991","1996","RW","121","3","5","8","-25","456","","","","","",""
"1009","22","Pat Rupp","1942-08-12","2006-02-02","63","1964","1964","G","1","0","0","0","","0","1","0","1","0",".867","4.00"
"1010","23","Skip Teal","1933-07-17","2006-07-08","72","1955","1955","C","1","0","0","0","","0","","","","","",""
"1011","24","B.J. Young","1977-07-23","2005-11-30","28","2000","2000","RW","1","0","0","0","0","0","","","","","",""
"1012","1","Lloyd Ailsby","1917-05-11","2007-05-08","89","1952","1952","D","3","0","0","0","","2","","","","","",""
"1013","2","Doug Baldwin","1922-11-02","2007-07-10","84","1946","1948","D","24","0","1","1","","8","","","","","",""
"1014","3","Dave Balon","1938-08-02","2007-05-29","68","1960","1973","LW","777","192","222","414","45","607","","","","","",""
"1015","4","Garry Bauman","1940-07-21","2006-10-16","66","1967","1969","G","35","0","0","0","0","2","35","5","17","6",".884","3.57"
"1016","5","Chuck Blair","1928-07-23","2006-12-14","78","1949","1949","RW","1","0","0","0","","0","","","","","",""
"1017","6","Bart Bradley","1930-07-29","2006-09-16","76","1950","1950","C","1","0","0","0","","0","","","","","",""
"1018","7","Joe Bretto","1912-11-28","2007-01-27","94","1945","1945","D","3","0","0","0","","4","","","","","",""
"1019","8","Doug Buhr","1949-06-29","2006-10-13","57","1975","1975","LW","6","0","2","2","0","4","","","","","",""
"1020","9","Jerry Byers","1952-03-29","2006-12-25","54","1973","1978","LW","43","3","4","7","-12","15","","","","","",""
"1021","10","Lorne Carr","1910-07-02","2007-06-09","96","1934","1946","RW","580","204","227","431","","132","","","","","",""
"1022","11","Les Colvin","1921-02-08","2006-09-07","85","1949","1949","G","1","0","0","0","","0","1","0","1","0","","4.00"
"1023","12","Bobby Copp","1918-11-15","2006-12-12","88","1943","1951","D","30","3","9","12","","26","","","","","",""
"1024","13","Floyd Curry","1925-08-11","2006-09-16","81","1948","1958","RW","601","105","99","204","","147","","","","","",""
"1025","14","Al Dewsbury","1926-04-12","2006-12-16","80","1947","1956","D","357","30","78","108","","365","","","","","",""
"1026","15","GaÃ©tan Duchesne","1962-07-11","2007-04-16","44","1982","1995","LW","1028","179","254","433","103","617","","","","","",""
"1027","16","John Ferguson","1938-09-05","2007-07-14","68","1964","1971","LW","500","145","158","303","83","1216","","","","","",""
"1028","17","Bob Fryday","1928-12-05","2007-01-12","78","1950","1952","RW","5","1","0","1","","0","","","","","",""
"1029","18","George Gardner","1942-10-08","2006-11-06","64","1966","1972","G","66","0","0","0","0","0","66","16","31","7",".887","3.76"
"1030","19","Gus Giesebrecht","1917-09-14","2006-12-27","89","1939","1942","C","135","27","51","78","","13","","","","","",""
