Player,Pos,DOB,Total Fights,GP,G,A,P,PIM,PIM/GP,TOI/GP,PIM/TOI%,Pen Drawn,Pen Taken,Net Pen,Pen Drawn/60,Pen Taken/60,Net Pen/60,Minor,Major,Match,Msct,G Msct,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,1st Season Corrected,HOF,GP,G,A,P
Tony Hrkac,'C',7/7/66,0,758,132,239,371,173,'0:13',--,NaN,NaN,85,NaN,NaN,NaN,NaN,84,1,0,0,0,'L','C',7/7/66,Thunder Bay,'ON','CAN','CAN',71,190,1984,2,32,19871988,1987,'N',758,132,239,371
Murray Craven,'L',7/20/64,8,1071,266,493,759,524,'0:29',--,NaN,NaN,248,NaN,NaN,NaN,NaN,241,6,0,1,0,'L','L',7/20/64,Medicine Hat,'AB','CAN','CAN',75,190,1982,1,17,19821983,1982,'N',1071,266,493,759
James Black,'L',8/15/69,0,352,58,57,115,84,'0:14',--,NaN,NaN,38,NaN,NaN,NaN,NaN,37,0,0,1,0,'L','L',8/15/69,Regina,'SK','CAN','CAN',71,210,1989,5,94,19891990,1989,'N',352,58,57,115
Mike Eastwood,'C',7/1/67,0,783,87,149,236,354,'0:27',--,NaN,NaN,166,NaN,NaN,NaN,NaN,162,2,0,1,1,'R','C',7/1/67,Ottawa,'ON','CAN','CAN',75,216,1987,5,91,19911992,1991,'N',783,87,149,236
Brian Bellows,'L',9/1/64,16,1188,485,537,1022,718,'0:36',--,NaN,NaN,304,NaN,NaN,NaN,NaN,282,14,0,7,1,'R','L',9/1/64,St. Catharines,'ON','CAN','CAN',71,210,1982,1,2,19821983,1982,'N',1188,485,537,1022
Mike Hoffman,'C',2/26/63,0,596,200,219,419,213,'0:21',16:46,2.1,104,101,3,0.62,0.61,0.02,99,1,0,0,1,'L','L',2/26/63,Cambridge,'ON','CAN','CAN',71,190,1981,4,67,19821983,1982,'N',9,1,3,4
Mario Lemieux,'C',10/5/65,6,915,690,1033,1723,834,'0:54',--,NaN,NaN,333,NaN,NaN,NaN,NaN,309,6,0,13,5,'R','C',10/5/65,Montreal,'QC','CAN','CAN',76,230,1984,1,1,19841985,1984,'Y',915,690,1033,1723
Frantisek Musil,'D',12/17/64,18,797,34,106,140,1241,'1:33',--,NaN,NaN,545,NaN,NaN,NaN,NaN,515,21,0,5,4,'L','D',12/17/64,Pardubice,'--','CZE','CZE',75,215,1983,2,38,19861987,1986,'N',797,34,106,140
Bill Houlder,'D',3/11/67,0,846,59,191,250,412,'0:29',--,NaN,NaN,202,NaN,NaN,NaN,NaN,201,0,0,1,0,'L','D',3/11/67,Thunder Bay,'ON','CAN','CAN',74,215,1985,4,82,19871988,1987,'N',846,59,191,250
Dale Hawerchuk,'C',4/4/63,8,1188,518,891,1409,740,'0:37',--,NaN,NaN,269,NaN,NaN,NaN,NaN,239,8,0,16,6,'L','C',4/4/63,Toronto,'ON','CAN','CAN',71,196,1981,1,1,19811982,1981,'Y',1188,518,891,1409
Dino Ciccarelli,'R',2/8/60,18,1232,608,592,1200,1425,'1:09',--,NaN,NaN,533,NaN,NaN,NaN,NaN,476,23,1,25,8,'R','R',2/8/60,Sarnia,'ON','CAN','CAN',70,185,NaN,NaN,NaN,19801981,1980,'Y',1232,608,592,1200
Petr Svoboda,'D',2/14/66,19,1028,58,341,399,1605,'1:33',--,NaN,NaN,604,NaN,NaN,NaN,NaN,538,27,1,27,11,'L','D',2/14/66,Most,'--','CZE','CZE',73,183,1984,1,5,19841985,1984,'N',1028,58,341,399
Jamie Baker,'C',8/31/66,1,403,71,79,150,271,'0:40',--,NaN,NaN,130,NaN,NaN,NaN,NaN,128,1,0,0,1,'L','C',8/31/66,Ottawa,'ON','CAN','CAN',72,195,NaN,NaN,NaN,19901991,1990,'N',403,71,79,150
Dave Ellett,'D',3/30/64,12,1129,153,415,568,985,'0:52',--,NaN,NaN,390,NaN,NaN,NaN,NaN,354,17,0,9,10,'L','D',3/30/64,Cleveland,'OH','USA','USA',74,205,1982,4,75,19841985,1984,'N',1129,153,415,568
Kjell Samuelsson,'D',10/18/58,8,813,48,138,186,1225,'1:30',--,NaN,NaN,506,NaN,NaN,NaN,NaN,473,11,0,13,9,'R','D',10/18/58,Tingsryd,'--','SWE','SWE',78,235,1984,6,119,19851986,1985,'N',813,48,138,186
Rick Lanz,'D',9/16/61,11,569,65,221,286,448,'0:47',--,NaN,NaN,196,NaN,NaN,NaN,NaN,183,10,0,2,1,'R','D',9/16/61,Karlovy Vary,'--','CZE','CAN',74,203,1980,1,7,19801981,1980,'N',569,65,221,286
Craig Ludwig,'D',3/15/61,14,1256,38,184,222,1437,'1:08',--,NaN,NaN,595,NaN,NaN,NaN,NaN,553,19,0,14,9,'L','D',3/15/61,Rhinelander,'WI','USA','USA',75,220,1980,3,61,19821983,1982,'N',1256,38,184,222
Jeff Jackson,'L',4/24/65,11,263,38,48,86,313,'1:11',--,NaN,NaN,116,NaN,NaN,NaN,NaN,99,11,0,5,1,'L','L',4/24/65,Chatham,'ON','CAN','CAN',73,195,1983,2,28,19841985,1984,'N',263,38,48,86
Brian Glynn,'D',11/23/67,10,431,25,79,104,410,'0:57',--,NaN,NaN,185,NaN,NaN,NaN,NaN,174,10,0,1,0,'L','D',11/23/67,Iserlohn,'--','DEU','DEU',76,231,1986,2,37,19871988,1987,'N',431,25,79,104
Alexei Kasatonov,'D',10/14/59,6,383,38,122,160,326,'0:51',--,NaN,NaN,138,NaN,NaN,NaN,NaN,127,8,0,1,2,'L','D',10/14/59,Leningrad,'--','RUS','RUS',73,215,1983,12,225,19891990,1989,'N',383,38,122,160
Tom Fergus,'C',6/16/62,10,726,235,346,581,499,'0:41',--,NaN,NaN,203,NaN,NaN,NaN,NaN,186,9,0,6,2,'L','C',6/16/62,Chicago,'IL','USA','USA',75,210,1980,3,60,19811982,1981,'N',726,235,346,581
Dave Babych,'D',5/23/61,7,1195,142,581,723,970,'0:48',--,NaN,NaN,448,NaN,NaN,NaN,NaN,434,8,0,3,3,'L','D',5/23/61,Edmonton,'AB','CAN','CAN',73,225,1980,1,2,19801981,1980,'N',1195,142,581,723
Doug Sulliman,'L',8/29/59,7,631,160,168,328,175,'0:16',--,NaN,NaN,61,NaN,NaN,NaN,NaN,50,7,0,2,2,'L','L',8/29/59,Glace Bay,'NS','CAN','CAN',74,209,1979,1,13,19791980,1979,'N',631,160,168,328
Sergei Nemchinov,'L',1/14/64,1,761,152,193,345,251,'0:19',--,NaN,NaN,120,NaN,NaN,NaN,NaN,118,1,0,1,0,'L','L',1/14/64,Moscow,'--','RUS','RUS',73,205,1990,12,244,19911992,1991,'N',761,152,193,345
Phil Housley,'D',3/9/64,7,1495,338,894,1232,822,'0:32',--,NaN,NaN,372,NaN,NaN,NaN,NaN,356,10,0,2,4,'L','D',3/9/64,St. Paul,'MN','USA','USA',70,185,1982,1,6,19821983,1982,'Y',1495,338,894,1232
Richard Kromm,'L',3/29/64,7,372,70,103,173,138,'0:22',--,NaN,NaN,55,NaN,NaN,NaN,NaN,48,6,0,0,1,'L','L',3/29/64,Trail,'BC','CAN','CAN',71,180,1982,2,37,19831984,1983,'N',372,70,103,173
Corey Millen,'C',3/30/64,0,335,90,119,209,236,'0:42',--,NaN,NaN,113,NaN,NaN,NaN,NaN,112,0,0,1,0,'R','C',3/30/64,Cloquet,'MN','USA','USA',67,170,1982,3,57,19891990,1989,'N',335,90,119,209
Paul Lawless,'L',7/2/64,0,239,49,77,126,54,'0:13',--,NaN,NaN,27,NaN,NaN,NaN,NaN,27,0,0,0,0,'L','L',7/2/64,Scarborough,'ON','CAN','CAN',71,185,1982,1,14,19821983,1982,'N',239,49,77,126
Patrick Flatley,'R',10/3/63,16,780,170,340,510,686,'0:52',--,NaN,NaN,279,NaN,NaN,NaN,NaN,252,18,0,3,6,'R','R',10/3/63,Toronto,'ON','CAN','CAN',74,205,1982,1,21,19831984,1983,'N',780,170,340,510
Larry Murphy,'D',3/8/61,10,1615,288,929,1217,1084,'0:40',--,NaN,NaN,452,NaN,NaN,NaN,NaN,421,14,0,12,5,'R','D',3/8/61,Scarborough,'ON','CAN','CAN',73,215,1980,1,4,19801981,1980,'Y',1615,288,929,1217
Jeff Norton,'D',11/25/65,16,799,52,332,384,615,'0:46',--,NaN,NaN,252,NaN,NaN,NaN,NaN,230,13,1,6,2,'L','D',11/25/65,Acton,'MA','USA','USA',74,200,1984,3,62,19871988,1987,'N',799,52,332,384
Moe Mantha,'D',1/21/61,9,656,81,289,370,501,'0:45',--,NaN,NaN,229,NaN,NaN,NaN,NaN,218,9,0,1,1,'R','D',1/21/61,Lakewood,'OH','USA','USA',74,210,1980,2,23,19801981,1980,'N',656,81,289,370
Dave Gagner,'C',12/11/64,10,946,318,401,719,1018,'1:04',--,NaN,NaN,402,NaN,NaN,NaN,NaN,363,20,0,12,7,'L','C',12/11/64,Chatham,'ON','CAN','CAN',70,188,1983,1,12,19841985,1984,'N',946,318,401,719
Ric Nattress,'D',5/25/62,9,536,29,135,164,377,'0:42',--,NaN,NaN,131,NaN,NaN,NaN,NaN,110,11,0,7,3,'R','D',5/25/62,Hamilton,'ON','CAN','CAN',74,210,1980,2,27,19821983,1982,'N',536,29,135,164
Dan McGillis,D,1972-07-01,2,634,56,182,238,570,0:53,--,--,--,263,--,--,--,--,255,4,1,1,2,L,D,1972-07-01,Hawkesbury,ON,CAN,CAN,75,220,1992,10,238,19961997,1996,N,634,56,182,238
Rick Green,'D',2/20/56,16,845,43,220,263,588,'0:41',--,NaN,NaN,228,NaN,NaN,NaN,NaN,202,16,0,9,1,'L','D',2/20/56,Belleville,'ON','CAN','CAN',75,220,1976,1,1,19761977,1976,'N',845,43,220,263
Shawn Chambers,'D',10/11/66,11,625,50,185,235,364,'0:34',--,NaN,NaN,140,NaN,NaN,NaN,NaN,121,14,0,2,3,'L','D',10/11/66,Sterling Heights,'MI','USA','USA',74,210,NaN,NaN,NaN,19871988,1987,'N',625,50,185,235
John Tucker,'R',9/29/64,9,656,177,259,436,285,'0:26',--,NaN,NaN,112,NaN,NaN,NaN,NaN,99,9,0,3,1,'R','R',9/29/64,Windsor,'ON','CAN','CAN',72,200,1983,2,31,19831984,1983,'N',656,177,259,436
Jeff Brown,'D',4/30/66,2,747,154,430,584,498,'0:40',--,NaN,NaN,230,NaN,NaN,NaN,NaN,224,2,0,2,2,'R','D',4/30/66,Ottawa,'ON','CAN','CAN',74,204,1984,2,36,19851986,1985,'N',747,154,430,584
Anatoli Semenov,C,1962-03-05,0,362,68,126,194,122,0:20,--,--,--,57,--,--,--,--,56,0,0,1,0,L,C,1962-03-05,Moscow,--,RUS,RUS,74,200,1989,6,120,19901991,1990,N,362,68,126,194
Mike Krushelnyski,'C',4/27/60,16,897,241,328,569,699,'0:46',--,NaN,NaN,280,NaN,NaN,NaN,NaN,251,19,1,5,4,'L','C',4/27/60,Montreal,'QC','CAN','CAN',74,200,1979,6,120,19811982,1981,'N',897,241,328,569
Tom Kurvers,'D',9/14/62,6,659,93,328,421,350,'0:31',--,NaN,NaN,164,NaN,NaN,NaN,NaN,159,4,0,0,1,'L','D',9/14/62,Minneapolis,'MN','USA','USA',72,195,1981,7,145,19841985,1984,'N',659,93,328,421
German Titov,'C',10/16/65,0,624,157,220,377,311,'0:29',--,NaN,NaN,150,NaN,NaN,NaN,NaN,148,1,0,0,1,'L','C',10/16/65,Moscow,'--','RUS','RUS',73,203,1993,10,252,19931994,1993,'N',624,157,220,377
Doug Lidster,'D',10/18/60,15,897,75,268,343,679,'0:45',--,NaN,NaN,291,NaN,NaN,NaN,NaN,271,13,0,6,1,'R','D',10/18/60,Kamloops,'BC','CAN','CAN',73,200,1980,7,133,19831984,1983,'N',897,75,268,343
Patrik Sundstrom,'C',12/14/61,1,679,219,369,588,349,'0:30',--,NaN,NaN,168,NaN,NaN,NaN,NaN,166,1,0,1,0,'L','C',12/14/61,Skellefteå,'--','SWE','SWE',73,200,1980,9,175,19821983,1982,'N',679,219,369,588
John Paul Kelly,'L',11/15/59,13,400,54,70,124,366,'0:54',--,NaN,NaN,136,NaN,NaN,NaN,NaN,117,12,0,5,2,'L','L',11/15/59,Edmonton,'AB','CAN','CAN',73,215,1979,3,50,19791980,1979,'N',400,54,70,124
Steve Tambellini,'C',5/14/58,1,553,160,150,310,105,'0:11',--,NaN,NaN,51,NaN,NaN,NaN,NaN,50,1,0,0,0,'L','C',5/14/58,Trail,'BC','CAN','CAN',72,185,1978,1,15,19781979,1978,'N',553,160,150,310
Dmitry Yushkevich,'D',11/19/71,2,786,43,182,225,659,'0:50',--,NaN,NaN,301,NaN,NaN,NaN,NaN,292,3,0,5,1,'R','D',11/19/71,Cherepovets,'--','RUS','RUS',71,210,1991,6,122,19921993,1992,'N',786,43,182,225
Christian Ruuttu,'C',2/20/64,2,621,134,298,432,714,'1:08',--,NaN,NaN,308,NaN,NaN,NaN,NaN,292,6,0,8,2,'L','C',2/20/64,Lappeenranta,'--','FIN','FIN',71,194,1983,7,134,19861987,1986,'N',621,134,298,432
Jim Wiemer,'D',1/9/61,14,325,29,72,101,378,'1:09',--,NaN,NaN,147,NaN,NaN,NaN,NaN,128,14,0,3,2,'L','D',1/9/61,Sudbury,'ON','CAN','CAN',76,210,1980,4,83,19831984,1983,'N',325,29,72,101
Randy Gregg,'D',2/19/56,5,474,41,152,193,333,'0:42',--,NaN,NaN,150,NaN,NaN,NaN,NaN,144,3,0,1,2,'L','D',2/19/56,Edmonton,'AB','CAN','CAN',76,215,NaN,NaN,NaN,19821983,1982,'N',474,41,152,193
Andy Brickley,'L',8/9/61,1,385,82,140,222,81,'0:12',--,NaN,NaN,39,NaN,NaN,NaN,NaN,38,1,0,0,0,'L','L',8/9/61,Melrose,'MA','USA','USA',71,200,1980,10,210,19821983,1982,'N',385,82,140,222
Mike Gartner,'R',10/29/59,20,1432,708,627,1335,1159,'0:48',--,NaN,NaN,493,NaN,NaN,NaN,NaN,456,25,0,8,4,'R','R',10/29/59,Ottawa,'ON','CAN','CAN',72,190,1979,1,4,19791980,1979,'Y',1432,708,627,1335
Anton Stastny,'L',8/5/59,2,650,252,384,636,150,'0:13',--,NaN,NaN,68,NaN,NaN,NaN,NaN,65,2,0,1,0,'L','L',8/5/59,Bratislava,'--','SVK','SVK',72,188,1979,4,83,19801981,1980,'N',650,252,384,636
Charlie Simmer,'L',3/20/54,9,712,342,369,711,544,'0:45',--,NaN,NaN,229,NaN,NaN,NaN,NaN,213,10,0,4,2,'L','L',3/20/54,Terrace Bay,'ON','CAN','CAN',75,209,1974,3,39,19741975,1974,'N',712,342,369,711
Steve Patrick,'R',2/4/61,14,250,40,68,108,242,'0:58',--,NaN,NaN,88,NaN,NaN,NaN,NaN,71,14,0,1,2,'R','R',2/4/61,Winnipeg,'MB','CAN','CAN',75,205,1980,1,20,19801981,1980,'N',250,40,68,108
Darren Veitch,'D',4/24/60,8,511,48,209,257,296,'0:34',--,NaN,NaN,127,NaN,NaN,NaN,NaN,117,8,0,2,0,'R','D',4/24/60,Saskatoon,'SK','CAN','CAN',72,200,1980,1,5,19801981,1980,'N',511,48,209,257
Ilkka Sinisalo,'R',7/10/58,2,582,204,223,427,208,'0:21',--,NaN,NaN,97,NaN,NaN,NaN,NaN,94,2,0,1,0,'L','R',7/10/58,Helsinki,'--','FIN','FIN',72,200,NaN,NaN,NaN,19811982,1981,'N',582,204,223,427
Dave Poulin,'C',12/17/58,8,724,205,325,530,482,'0:39',--,NaN,NaN,216,NaN,NaN,NaN,NaN,205,8,0,1,2,'L','C',12/17/58,Timmins,'ON','CAN','CAN',71,190,NaN,NaN,NaN,19821983,1982,'N',724,205,325,530
Charlie Huddy,'D',6/2/59,8,1017,99,354,453,785,'0:46',--,NaN,NaN,347,NaN,NaN,NaN,NaN,330,9,0,6,2,'L','D',6/2/59,Oshawa,'ON','CAN','CAN',72,210,NaN,NaN,NaN,19801981,1980,'N',1017,99,354,453
Brian Propp,'L',2/15/59,7,1016,425,579,1004,825,'0:48',--,NaN,NaN,314,NaN,NaN,NaN,NaN,283,11,1,13,6,'L','L',2/15/59,Lanigan,'SK','CAN','CAN',70,195,1979,1,14,19791980,1979,'N',1016,425,579,1004
Grant Ledyard,'D',11/19/61,12,1028,90,276,366,764,'0:44',--,NaN,NaN,297,NaN,NaN,NaN,NaN,266,16,0,8,7,'L','D',11/19/61,Winnipeg,'MB','CAN','CAN',74,195,NaN,NaN,NaN,19841985,1984,'N',1028,90,276,366
Stan Weir,'C',3/17/52,0,642,139,207,346,183,'0:17',--,NaN,NaN,78,NaN,NaN,NaN,NaN,74,1,0,2,1,'L','C',3/17/52,Ponoka,'AB','CAN','CAN',72,169,1972,2,28,19721973,1972,'N',642,139,207,346
Dave Christian,'R',5/12/59,3,1009,340,433,773,284,'0:16',--,NaN,NaN,116,NaN,NaN,NaN,NaN,107,4,0,3,2,'R','R',5/12/59,Warroad,'MN','USA','USA',72,180,1979,2,40,19791980,1979,'N',1009,340,433,773
Mike Hough,'L',2/6/63,17,707,100,156,256,675,'0:57',--,NaN,NaN,231,NaN,NaN,NaN,NaN,192,21,0,11,7,'L','L',2/6/63,Montreal,'QC','CAN','CAN',73,201,1982,9,181,19861987,1986,'N',707,100,156,256
Bob Dailey,'D',5/3/53,12,561,94,231,325,814,'1:27',--,NaN,NaN,334,NaN,NaN,NaN,NaN,307,14,0,9,4,'R','D',5/3/53,Kingston,'ON','CAN','CAN',77,220,1973,1,9,19731974,1973,'N',561,94,231,325
Mike Allison,'R',3/28/61,19,499,102,166,268,630,'1:15',--,NaN,NaN,209,NaN,NaN,NaN,NaN,171,20,0,12,6,'R','R',3/28/61,Fort Frances,'ON','CAN','CAN',72,200,1980,2,35,19801981,1980,'N',499,102,166,268
Ken Houston,'R',9/15/53,14,570,161,167,328,624,'1:05',--,NaN,NaN,239,NaN,NaN,NaN,NaN,212,14,0,8,5,'R','R',9/15/53,Dresden,'ON','CAN','CAN',74,210,1973,6,85,19751976,1975,'N',570,161,167,328
Rick Chartraw,'D',7/13/54,15,420,28,64,92,399,'0:57',--,NaN,NaN,151,NaN,NaN,NaN,NaN,130,15,0,3,3,'R','D',7/13/54,Caracas,'--','VEN','VEN',74,210,1974,1,10,19741975,1974,'N',420,28,64,92
Richie Dunn,'D',5/12/57,12,483,36,140,176,314,'0:39',--,NaN,NaN,121,NaN,NaN,NaN,NaN,105,12,0,4,0,'L','D',5/12/57,Boston,'MA','USA','USA',72,200,NaN,NaN,NaN,19771978,1977,'N',483,36,140,176
Jordy Douglas,'L',1/20/58,4,268,76,62,138,160,'0:35',--,NaN,NaN,66,NaN,NaN,NaN,NaN,60,4,0,2,0,'L','L',1/20/58,Winnipeg,'MB','CAN','CAN',72,200,1978,5,81,19791980,1979,'N',268,76,62,138
Tony McKegney,'L',2/15/58,12,912,320,319,639,517,'0:34',--,NaN,NaN,211,NaN,NaN,NaN,NaN,191,13,0,4,3,'L','L',2/15/58,Montreal,'QC','CAN','CAN',73,200,1978,2,32,19781979,1978,'N',912,320,319,639
Doug Crossman,'D',6/13/60,14,914,105,359,464,534,'0:35',--,NaN,NaN,225,NaN,NaN,NaN,NaN,206,14,0,1,4,'L','D',6/13/60,Peterborough,'ON','CAN','CAN',74,190,1979,6,112,19801981,1980,'N',914,105,359,464
Ron Francis,'C',3/1/63,16,1731,549,1249,1798,977,'0:33',--,NaN,NaN,417,NaN,NaN,NaN,NaN,389,17,0,9,2,'L','C',3/1/63,Sault Ste. Marie,'ON','CAN','CAN',75,200,1981,1,4,19811982,1981,'Y',1731,549,1249,1798
John Anderson,'R',3/28/57,3,814,282,349,631,261,'0:19',--,NaN,NaN,114,NaN,NaN,NaN,NaN,108,3,0,3,0,'L','R',3/28/57,Toronto,'ON','CAN','CAN',71,200,1977,1,11,19771978,1977,'N',814,282,349,631
Mike Bullard,'C',3/10/61,17,727,329,345,674,705,'0:58',--,NaN,NaN,276,NaN,NaN,NaN,NaN,243,23,0,6,4,'L','C',3/10/61,Ottawa,'ON','CAN','CAN',72,195,1980,1,9,19801981,1980,'N',727,329,345,674
Tom Laidlaw,'D',4/15/58,18,705,25,139,164,717,'1:01',--,NaN,NaN,289,NaN,NaN,NaN,NaN,260,19,0,6,4,'L','D',4/15/58,Brampton,'ON','CAN','CAN',74,215,1978,6,93,19801981,1980,'N',705,25,139,164
Pat Ribble,'D',4/26/54,13,349,19,60,79,365,'1:02',--,NaN,NaN,131,NaN,NaN,NaN,NaN,110,13,0,8,0,'L','D',4/26/54,Leamington,'ON','CAN','CAN',75,209,1974,4,58,19751976,1975,'N',349,19,60,79
Viacheslav Fetisov,'D',4/20/58,2,546,36,192,228,656,'1:12',--,NaN,NaN,272,NaN,NaN,NaN,NaN,256,4,0,9,3,'L','D',4/20/58,Moscow,'--','RUS','RUS',73,215,1983,8,145,19891990,1989,'Y',546,36,192,228
Mike Gillis,'L',12/1/58,8,246,33,43,76,186,'0:45',--,NaN,NaN,60,NaN,NaN,NaN,NaN,47,8,0,4,1,'L','L',12/1/58,Sudbury,'ON','CAN','CAN',73,195,1978,1,5,19781979,1978,'N',246,33,43,76
Denis Potvin,'D',10/29/53,14,1060,310,742,1052,1356,'1:16',--,NaN,NaN,615,NaN,NaN,NaN,NaN,587,20,0,4,4,'L','D',10/29/53,Ottawa,'ON','CAN','CAN',72,205,1973,1,1,19731974,1973,'Y',1060,310,742,1052
Al Hill,'L',4/22/55,7,221,40,55,95,227,'1:01',--,NaN,NaN,95,NaN,NaN,NaN,NaN,86,7,0,1,1,'L','L',4/22/55,Nanaimo,'BC','CAN','CAN',73,175,NaN,NaN,NaN,19761977,1976,'N',221,40,55,95
Michel Goulet,'L',4/21/60,18,1089,548,605,1153,825,'0:45',--,NaN,NaN,331,NaN,NaN,NaN,NaN,298,21,0,8,4,'L','L',4/21/60,Péribonka,'QC','CAN','CAN',73,195,1979,1,20,19791980,1979,'Y',1089,548,605,1153
Doug Wilson,'D',7/5/57,2,1024,237,590,827,830,'0:48',--,NaN,NaN,404,NaN,NaN,NaN,NaN,400,2,0,2,0,'L','D',7/5/57,Ottawa,'ON','CAN','CAN',73,187,1977,1,6,19771978,1977,'Y',1024,237,590,827
Kevin McCarthy,'D',7/14/57,20,537,67,191,258,527,'0:58',--,NaN,NaN,181,NaN,NaN,NaN,NaN,146,23,0,8,4,'R','D',7/14/57,Winnipeg,'MB','CAN','CAN',70,194,1977,1,17,19771978,1977,'N',537,67,191,258
Mark Napier,'R',1/28/57,4,767,235,306,541,157,'0:12',--,NaN,NaN,63,NaN,NaN,NaN,NaN,56,5,0,0,2,'L','R',1/28/57,Toronto,'ON','CAN','CAN',69,185,1977,1,10,19781979,1978,'N',767,235,306,541
Mark Howe,'D',5/28/55,2,929,197,545,742,455,'0:29',--,NaN,NaN,199,NaN,NaN,NaN,NaN,189,5,0,3,2,'L','D',5/28/55,Detroit,'MI','USA','USA',71,185,1974,2,25,19791980,1979,'Y',929,197,545,742
Kari Eloranta,'D',2/29/56,10,267,13,103,116,155,'0:34',--,NaN,NaN,64,NaN,NaN,NaN,NaN,55,9,0,0,0,'L','D',2/29/56,Lahti,'--','FIN','FIN',74,200,NaN,NaN,NaN,19811982,1981,'N',267,13,103,116
Pierre Mondou,'C',11/27/55,3,548,194,262,456,179,'0:19',--,NaN,NaN,81,NaN,NaN,NaN,NaN,77,3,0,1,0,'R','C',11/27/55,Sorel,'QC','CAN','CAN',70,185,1975,1,15,19771978,1977,'N',548,194,262,456
Tom Lysiak,'C',4/22/53,20,919,292,551,843,567,'0:37',--,NaN,NaN,208,NaN,NaN,NaN,NaN,175,23,0,4,6,'L','C',4/22/53,Kingston,'ON','CAN','CAN',72,205,1973,1,2,19731974,1973,'N',919,292,551,843
Thomas Steen,'C',6/8/60,18,950,264,553,817,753,'0:47',--,NaN,NaN,317,NaN,NaN,NaN,NaN,290,21,0,4,2,'L','C',6/8/60,Grums,'--','SWE','SWE',71,190,1979,5,103,19811982,1981,'N',950,264,553,817
Brian Engblom,'D',1/27/55,14,659,29,177,206,599,'0:54',--,NaN,NaN,260,NaN,NaN,NaN,NaN,242,13,0,4,1,'L','D',1/27/55,Winnipeg,'MB','CAN','CAN',74,200,1975,2,22,19771978,1977,'N',659,29,177,206
Eric Vail,'L',9/16/53,9,591,216,260,476,281,'0:28',--,NaN,NaN,95,NaN,NaN,NaN,NaN,78,9,0,4,4,'L','L',9/16/53,Timmins,'ON','CAN','CAN',72,200,1973,2,21,19731974,1973,'N',591,216,260,476
Bob Stewart,'D',11/10/50,20,575,27,101,128,809,'1:24',--,NaN,NaN,357,NaN,NaN,NaN,NaN,332,21,0,2,2,'--','D',11/10/50,Charlottetown,'PE','CAN','CAN',72,205,1970,1,13,19711972,1971,'N',575,27,101,128
Tim Bothwell,'D',5/6/55,6,501,28,93,121,382,'0:45',--,NaN,NaN,173,NaN,NaN,NaN,NaN,165,6,0,1,1,'L','D',5/6/55,Vancouver,'BC','CAN','CAN',75,190,NaN,NaN,NaN,19781979,1978,'N',501,28,93,121
Bob Miller,'C',9/28/56,13,404,75,119,194,220,'0:32',--,NaN,NaN,89,NaN,NaN,NaN,NaN,75,14,0,0,0,'L','C',9/28/56,Medford,'MA','USA','USA',70,174,1976,4,70,19771978,1977,'N',404,75,119,194
Joel Quenneville,'D',9/15/58,10,803,54,136,190,705,'0:52',--,NaN,NaN,324,NaN,NaN,NaN,NaN,310,11,0,3,0,'L','D',9/15/58,Windsor,'ON','CAN','CAN',73,200,1978,2,21,19781979,1978,'N',803,54,136,190
Pierre Larouche,'C',11/16/55,2,812,395,427,822,237,'0:17',--,NaN,NaN,90,NaN,NaN,NaN,NaN,81,3,0,4,2,'R','C',11/16/55,Taschereau,'QC','CAN','CAN',71,175,1974,1,8,19741975,1974,'N',812,395,427,822
Bill Barber,'L',7/11/52,7,903,420,463,883,623,'0:41',--,NaN,NaN,240,NaN,NaN,NaN,NaN,219,5,0,9,7,'L','L',7/11/52,Callander,'ON','CAN','CAN',72,195,1972,1,7,19721973,1972,'Y',903,420,463,883
Peter McNab,'C',5/8/52,3,955,363,450,813,179,'0:11',--,NaN,NaN,77,NaN,NaN,NaN,NaN,72,3,0,0,2,'L','C',5/8/52,Vancouver,'BC','CAN','CAN',75,205,1972,6,85,19731974,1973,'N',955,363,450,813
Dennis Maruk,'C',11/17/55,10,888,356,522,878,761,'0:51',--,NaN,NaN,288,NaN,NaN,NaN,NaN,258,11,0,18,1,'L','C',11/17/55,Toronto,'ON','CAN','CAN',68,175,1975,2,21,19751976,1975,'N',888,356,522,878
Stefan Persson,'D',12/22/54,5,622,52,317,369,574,'0:55',--,NaN,NaN,259,NaN,NaN,NaN,NaN,247,8,0,4,0,'L','D',12/22/54,Bjurholm,'--','SWE','SWE',72,189,1974,14,214,19771978,1977,'N',622,52,317,369
Ron Stackhouse,'D',8/26/49,18,889,87,372,459,824,'0:55',--,NaN,NaN,358,NaN,NaN,NaN,NaN,335,16,0,5,2,'R','D',8/26/49,Haliburton,'ON','CAN','CAN',75,210,1969,2,18,19701971,1970,'N',889,87,372,459
Ron Lalonde,'C',10/30/52,2,397,45,78,123,106,'0:16',--,NaN,NaN,50,NaN,NaN,NaN,NaN,48,2,0,0,0,'L','C',10/30/52,Toronto,'ON','CAN','CAN',70,170,1972,4,56,19721973,1972,'N',397,45,78,123
Pierre Bouchard,'D',2/20/48,15,595,24,82,106,433,'0:43',--,NaN,NaN,169,NaN,NaN,NaN,NaN,148,15,0,2,4,'L','D',2/20/48,Longueuil,'QC','CAN','CAN',74,205,1965,1,5,19701971,1970,'N',595,24,82,106
